C00001, H2O, H2O, 18.01056468638
C00002, ATP, C10H16N5O13P3, 506.99574516374
C00003, NAD+, C21H28N7O14P2, 664.1169466700001
C00004, NADH, C21H29N7O14P2, 665.12477170214
C00005, NADPH, C21H30N7O17P3, 745.0911021125801
C00006, NADP+, C21H29N7O17P3, 744.08327708044
C00007, Oxygen, O2, 31.9898292442
C00008, ADP, C10H15N5O10P2, 427.0294147533
C00009, Orthophosphate, H3O4P, 97.97689509681999
C00010, CoA, C21H36N7O16P3S, 767.11520837332
C00011, CO2, CO2, 43.989829244199996
C00013, Diphosphate, H4O7P2, 177.94322550726
C00014, NH3, H3N, 17.02654910166
C00015, UDP, C9H14N2O12P2, 404.00219694964005
C00016, FAD, C27H33N9O15P2, 785.15713446328
C00018, Pyridoxal phosphate, C8H10NO6P, 247.02457357124
C00019, S-Adenosyl-L-methionine, C15H22N6O5S, 398.13723853901996
C00020, AMP, C10H14N5O7P, 347.06308434286
C00021, S-Adenosyl-L-homocysteine, C14H20N6O5S, 384.12158847474
C00022, Pyruvate, C3H4O3, 88.01604399486
C00024, Acetyl-CoA, C23H38N7O17P3S, 809.1257730597001
C00025, L-Glutamate, C5H9NO4, 147.0531577829
C00026, 2-Oxoglutarate, C5H6O5, 146.02152330334002
C00027, H2O2, H2O2, 34.00547930848
C00028, Acceptor, H2O2, 34.00547930848
C00029, UDP-glucose, C15H24N2O17P2, 566.05502038154
C00030, Reduced acceptor, C15H24N2O17P2, 566.05502038154
C00031, D-Glucose, C6H12O6, 180.06338811828
C00033, Acetate, C2H4O2, 60.02112937276
C00034, Manganese, Mn, 54.9380496
C00035, GDP, C10H15N5O11P2, 443.02432937540004
C00036, Oxaloacetate, C4H4O5, 132.00587323906
C00037, Glycine, C2H5NO2, 75.03202841014
C00038, Zinc, Zn, 63.9291466
C00041, L-Alanine, C3H7NO2, 89.04767847442
C00042, Succinate, C4H6O4, 118.02660868123999
C00043, UDP-N-acetyl-D-glucosamine, C17H27N3O17P2, 607.0815694832
C00044, GTP, C10H16N5O14P3, 522.99065978584
C00047, L-Lysine, C6H14N2O2, 146.10552770464
C00048, Glyoxylate, C2H2O3, 74.00039393058
C00049, L-Aspartate, C4H7NO4, 133.03750771862
C00050, Metal, C4H7NO4, 133.03750771862
C00051, Glutathione, C10H17N3O6S, 307.0838059847
C00052, UDP-D-galactose, C15H24N2O17P2, 566.05502038154
C00053, 3'-Phosphoadenylyl sulfate, C10H15N5O13P2S, 506.98622930960005
C00054, Adenosine 3'-5'-bisphosphate, C10H15N5O10P2, 427.0294147533
C00055, CMP, C9H14N3O8P, 323.05185095448
C00058, Formate, CH2O2, 46.00547930848
C00059, Sulfate, H2O4S, 97.96737924268
C00061, FMN, C17H21N4O9P, 456.1046148068
C00062, L-Arginine, C6H14N4O2, 174.11167571512
C00063, CTP, C9H16N3O14P3, 482.98451177536003
C00064, L-Glutamine, C5H10N2O3, 146.06914219818
C00065, L-Serine, C3H7NO3, 105.04259309652
C00067, Formaldehyde, CH2O, 30.01056468638
C00068, Thiamin diphosphate, C12H19N4O7P2S, 425.04496770032006
C00070, Copper, Cu, 62.929601115
C00072, Ascorbate, C6H8O6, 176.03208798972
C00073, L-Methionine, C5H11NO2S, 149.05104929298
C00074, Phosphoenolpyruvate, C3H5O6P, 167.9823744053
C00075, UTP, C9H15N2O15P3, 483.96852736008
C00076, Calcium, Ca, 39.9625912
C00077, L-Ornithine, C5H12N2O2, 132.08987764036002
C00078, L-Tryptophan, C11H12N2O2, 204.08987764036
C00079, L-Phenylalanine, C9H11NO2, 165.07897860298
C00080, H+, H, 1.00782503214
C00081, ITP, C10H15N4O14P3, 507.97976074845997
C00082, L-Tyrosine, C9H11NO3, 181.07389322507998
C00083, Malonyl-CoA, C24H38N7O19P3S, 853.1156023039
C00084, Acetaldehyde, C2H4O, 44.026214750659996
