StdMix3_1, Isonicotinic acid, C6H5NO2, 123.03202841013999
StdMix3_10, D-Glucono-1_4-lactone, C6H10O6, 178.04773805399998
StdMix3_11, D-Arabinose, C5H10O5, 150.05282343189998
StdMix3_12, D-Fructose, C6H12O6, 180.06338811828
StdMix3_13, Orthophosphate, H3O4P, 97.97689509681999
StdMix3_14, D-Fructose 6-phosphate, C6H13O9P, 260.02971852872
StdMix3_15, 2-phospho-D-glycerate, C3H7O7P, 185.99293909168
StdMix3_16, pyrophosphate, H4O7P2, 177.94322550726
StdMix3_17, Adenosine 2'_5'-bisphosphate, C10H15N5O10P2, 427.0294147533
StdMix3_18, lipoamide, C8H15NOS2, 205.05950548944
StdMix3_19, Mercaptoethanol, C2H6OS, 78.01393550494
StdMix3_2, Acetylcholine, C7H15NO2, 145.11027873154
StdMix3_20, O-Acetylcarnitine, C9H17NO4, 203.11575804001998
StdMix3_21, Biopterin, C9H11N5O3, 237.08618924604
StdMix3_22, L-Noradrenaline, C8H11NO3, 169.07389322507998
StdMix3_23, L-Homocysteine, C4H9NO2S, 135.0353992287
StdMix3_24, O-Acetyl-L-serine, C5H9NO4, 147.0531577829
StdMix3_25, L-cysteine, C3H7NO2S, 121.01974916441999
StdMix3_26, gamma-L-Glutamyl-L-cysteine, C8H14N2O5S, 250.06234226094
StdMix3_27, glutathione, C10H17N3O6S, 307.0838059847
StdMix3_28, trypanothione, C27H49N9O10S2, 723.30438022302
StdMix3_29, acetylcysteine, C5H9NO3S, 163.0303138508
StdMix3_3, 5-Aminolevulinate, C5H9NO3, 131.0582431608
StdMix3_30, ascorbate, C6H8O6, 176.03208798972
StdMix3_31, NADH, C21H29N7O14P2, 665.12477170214
StdMix3_32, NADPH, C21H30N7O17P3, 745.0911021125801
StdMix3_33, Dihydrolipoamide, C8H17NOS2, 207.07515555371998
StdMix3_34, 2-hydroxyethyldisulfide, C4H10O2S2, 154.0122209456
StdMix3_35, Glutathione disulfide, C20H32N6O12S2, 612.15196190512
StdMix3_36, Homocystine, C8H16N2O4S2, 268.05514839311996
StdMix3_37, Bis-gamma-glutamylcystine, C16H26N4O10S2, 498.10903445760005
StdMix3_38, S-glutathionyl-L-cysteine, C13H22N4O8S2, 426.08790508484003
StdMix3_39, L-Cystine, C6H12N2O4S2, 240.02384826456
StdMix3_4, 2-Aminobutan-4-olide, C4H7NO2, 101.04767847442
StdMix3_40, L-Dehydroascorbate, C6H6O6, 174.01643792544002
StdMix3_5, Benzoate, C7H6O2, 122.03677943704
StdMix3_6, Acetoacetate, C4H6O3, 102.03169405914
StdMix3_7, Itaconate, C5H6O4, 130.02660868124
StdMix3_8, N-acetyl-L-glutamate, C7H11NO5, 189.06372246927998
StdMix3_9, Maleic acid, C4H4O4, 116.01095861696
