116.010519	1	1016.0	209.03
116.989168	1	1790.0	123.35
114.992051	1	8805.0	123.35
119.034305	1	289.0	239.09
115.006032	1	15829.0	209.03
111.011819	1	3554.0	153.41
118.940829	1	260.0	171.45
111.012247	1	1652.0	195.5
112.989206	1	3904.0	130.86
160.842384	1	586.0	4.6
162.836137	1	436.0	3.09
130.969294	1	12260.0	118.84
110.900274	1	747.0	135.37
122.026326	1	1635.0	269.16
117.020699	1	3639.0	198.51
146.963111	1	21979.0	117.33
120.947345	1	1012.0	126.35
160.842448	1	1882.0	64.72
119.049882	1	1018.0	248.11
128.037662	1	7406.0	195.5
126.907184	1	1225.0	165.44
146.937392	1	574.0	70.74
197.965038	1	955.0	4.6
128.037883	1	6325.0	153.41
174.951782	1	526.0	15.12
148.02611	1	46639.0	16.62
164.83198	1	253.0	49.69
120.930938	1	2059.0	133.87
149.027193	1	294565.0	15.12
248.963758	1	1935.0	4.6
118.933048	1	3943.0	133.87
129.963065	1	1189.0	132.37
150.031403	1	11191.0	15.12
151.0308	1	3851.0	15.12
132.043453	1	430.0	336.8
128.962103	1	44564.0	132.37
160.978603	1	25236.0	123.35
170.871188	1	472.0	42.18
180.89676	1	510.0	37.67
115.006593	1	18476.0	1401.08
147.026531	1	1617.0	18.12
174.956925	1	253385.0	118.84
158.979883	1	154689.0	123.35
166.919775	1	349.0	111.32
159.98148	1	25764.0	123.35
145.016217	1	2088.0	194.0
128.037266	1	4364.0	461.57
128.932235	1	431.0	150.4
161.978982	1	1267.0	123.35
148.960512	1	749.0	115.83
175.960338	1	8421.0	118.84
132.036982	1	377.0	225.56
164.927099	1	1515.0	111.32
176.958608	1	4696.0	118.84
133.016599	1	95507.0	151.91
133.016761	1	41083.0	186.48
145.018035	1	2673.0	156.42
178.950256	1	5382.0	117.33
132.032906	1	10965.0	138.38
124.984838	1	502.0	139.88
148.948202	1	553.0	132.37
252.051941	1	231861.0	15.12
165.000205	1	6282.0	19.63
134.047142	1	1221.0	194.0
147.029699	1	2509.0	172.95
143.038023	1	1896.0	135.37
129.045682	1	911.0	602.87
269.028164	1	5472.0	21.13
242.936317	1	1368.0	30.15
178.976866	1	1082.0	15.12
232.986448	1	5066.0	72.24
129.022488	1	10071.0	142.89
112.986292	1	1019.0	859.92
129.975253	1	392.0	308.24
152.996894	1	1408.0	132.37
143.005176	1	1018.0	177.46
152.919031	1	2991.0	124.85
157.986648	1	1133.0	133.87
154.062555	1	1423.0	132.37
135.031898	1	7179.0	141.39
145.063478	1	14678.0	135.37
161.0451	1	4247.0	200.01
149.047135	1	1550.0	135.37
189.927848	1	428.0	19.63
190.929897	1	2318.0	33.16
180.913714	1	12011.0	126.35
177.951815	1	597.0	118.84
122.061364	1	325.0	1386.05
135.922247	1	3256.0	139.88
258.002595	1	179.0	48.19
131.035683	1	1051.0	242.1
165.934836	1	738.0	126.35
153.026753	1	287.0	183.47
199.037315	1	13550.0	15.12
142.050608	1	1261.0	197.0
132.045953	1	2446.0	354.84
157.014363	1	718.0	151.91
200.038098	1	169681.0	16.62
166.931439	1	1308.0	126.35
134.048777	1	4074.0	526.2
182.906957	1	761.0	126.35
201.039165	1	706024.0	15.12
165.041682	1	17317.0	139.88
233.988093	1	161.0	81.26
130.99745	1	544.0	261.64
202.042457	1	34824.0	16.62
130.089388	1	16153.0	605.87
128.037463	1	26543.0	607.38
171.076295	1	2964.0	195.5
147.031586	1	1774.0	195.5
146.965139	1	3137.0	455.55
203.043073	1	12487.0	15.12
135.015267	1	2623.0	248.11
306.917117	1	8870.0	117.33
131.091013	1	1096.0	610.38
151.025587	1	1496.0	204.52
150.040766	1	773.0	194.0
146.047598	1	29671.0	138.38
228.968703	1	3510.0	124.85
248.92639	1	825.0	115.83
172.020149	1	3998.0	132.37
198.92702	1	407.0	124.85
161.038901	1	1079.0	144.39
161.046435	1	5980.0	135.37
137.026621	1	1475.0	246.61
136.047605	1	156.0	236.09
173.10456	1	979.0	132.37
161.988696	1	956.0	133.87
132.046186	1	266.0	440.52
121.954942	1	475.0	935.07
138.055014	1	452.0	539.73
147.068096	1	95491.0	239.09
152.033399	1	222.0	209.03
146.026154	1	1502.0	222.56
158.014767	1	2772.0	151.91
284.997112	1	1090.0	64.72
191.008125	1	1599.0	22.63
189.928592	1	882.0	126.35
179.056738	1	40934.0	135.37
146.039149	1	661.0	203.02
159.013348	1	12390.0	151.91
142.053338	1	1342.0	215.04
119.053931	1	2552.0	912.53
244.94887	1	6507.0	120.34
274.957628	1	128189.0	121.84
275.959085	1	23992.0	121.84
226.964105	1	5140.0	129.36
178.017512	1	2440.0	194.0
146.02544	1	3023.0	386.41
150.031521	1	615.0	213.54
171.076901	1	1717.0	150.4
278.916091	1	6932.0	123.35
246.947503	1	873.0	117.33
262.93096	1	3746.0	115.83
503.339661	1	170.0	12.11
279.911754	1	1493.0	124.85
148.049197	1	368.0	139.88
161.046752	1	5670.0	243.6
167.023363	1	2102.0	150.4
155.004241	1	1481.0	353.34
217.016005	1	5518.0	19.63
180.058686	1	2273.0	135.37
272.9594	1	410590.0	121.84
273.960565	1	126889.0	121.84
173.009798	1	13470.0	156.42
259.917083	1	568.0	121.84
291.940036	1	5118.0	117.33
152.960867	1	526.0	213.54
292.931769	1	8688.0	117.33
162.048699	1	621.0	219.55
167.021971	1	3685.0	194.0
260.935242	1	1112.0	115.83
241.011261	1	2103.0	127.86
150.033352	1	719.0	245.11
293.930658	1	1650.0	118.84
181.937768	1	936.0	142.89
178.019466	1	4131.0	150.4
156.066341	1	3847.0	237.59
154.996635	1	1209.0	344.32
143.047317	1	7113.0	460.06
226.969681	1	445.0	18.12
286.957913	1	328.0	111.32
250.049182	1	1574.0	15.12
243.020244	1	1100.0	24.14
187.996136	1	14780.0	133.87
192.023089	1	7949.0	194.0
173.010201	1	15342.0	213.54
288.937621	1	344534.0	118.84
143.036147	1	2446.0	240.6
251.05081	1	28931.0	15.12
159.028037	1	985.0	233.08
152.017142	1	643.0	315.76
188.994585	1	840.0	133.87
153.052605	1	1287.0	335.3
346.968386	1	592.0	39.17
253.052877	1	735193.0	15.12
289.938955	1	64028.0	118.84
146.046892	1	219.0	356.34
254.056719	1	46763.0	16.62
255.056915	1	16891.0	15.12
352.992108	1	687.0	72.24
307.915946	1	1741.0	118.84
290.935912	1	59100.0	118.84
308.908605	1	11255.0	117.33
309.911296	1	912.0	115.83
206.972244	1	956.0	16.62
276.955478	1	11585.0	121.84
196.947997	1	4365.0	132.37
148.070588	1	5971.0	240.6
368.975284	1	206.0	79.76
304.915776	1	266153.0	117.33
305.919012	1	17255.0	117.33
159.034942	1	1100.0	222.56
185.002942	1	974.0	148.9
222.925977	1	980.0	129.36
